time	name	duration_ms	latency_source	trace_id	err
2026-09-18T02:57:06.420179374Z	GluttonReadRAM	3367.513	client	c6c3ba72bdd497ee99b468d77b25726e	
2026-09-18T02:57:06.55383068Z	GluttonChurnRAM	133.586	client	1b98e5ed1f8e56643a4e4e9e7105642a	
2026-09-18T02:57:06.55856605Z	GluttonPing	4.633	client	0661d42c97a75cb4eca70848302eec91	
2026-09-18T02:57:09.801849827Z	SuspendActor	3242.668	server	6c34096e2ed0374a7a590ba396afaeee	
2026-09-18T02:57:12.956884552Z	ResumeActor	2971.942	server	002894e03ca4a26c973043eb17c58c6c	
2026-09-18T02:57:16.339663242Z	GluttonReadRAM	3382.695	client	059270df0f0a299ac8cce9a42a771cad	
2026-09-18T02:57:16.474056387Z	GluttonChurnRAM	134.328	client	349080d5ebc7968762d1f17150881000	
2026-09-18T02:57:16.478282284Z	GluttonPing	4.120	client	521ecb5df0d33b4a375ef3cabd0bfaf7	
2026-09-18T02:57:19.987509389Z	SuspendActor	3508.495	server	a8847ddff6e9491f57a4c67048270ed9	
2026-09-18T02:57:23.160164794Z	ResumeActor	2781.353	server	48626a4c794e169303780907795ff5b1	
2026-09-18T02:57:26.544453393Z	GluttonReadRAM	3384.219	client	aec5eb0368ed770168da9aac9be61ebf	
2026-09-18T02:57:26.679466178Z	GluttonChurnRAM	134.944	client	c9d9332f52602f14279a4fd79354dc7f	
2026-09-18T02:57:26.683554954Z	GluttonPing	4.000	client	03c7cfab6db85196da0aa1b17ea4317a	
2026-09-18T02:57:29.868071278Z	SuspendActor	3183.862	server	d9b58a52956b4e9772756e1a620a1115	
2026-09-18T02:57:32.648911129Z	ResumeActor	2741.781	server	5674063d25681df819d0b7bf6d19e821	
2026-09-18T02:57:36.032891996Z	GluttonReadRAM	3383.915	client	fb230892d5f2ab29fa8dbafb393a92c1	
2026-09-18T02:57:36.167528498Z	GluttonChurnRAM	134.562	client	1dc9c1731091ba38e75bc38d30d53424	
2026-09-18T02:57:36.171769343Z	GluttonPing	4.135	client	93c2df4343fe0461876f38cbcff86da8	
2026-09-18T02:57:39.215814161Z	SuspendActor	3043.373	server	a3a0078dcbf14a4f6194d5dccd8aad4c	
2026-09-18T02:57:42.247214788Z	ResumeActor	2673.205	server	0b03267c61540f296f73ae0cbff89040	
2026-09-18T02:57:45.612124399Z	GluttonReadRAM	3364.836	client	fe029fb93481583139f29afbd5159c9b	
2026-09-18T02:57:45.7442964Z	GluttonChurnRAM	132.102	client	bcf4e3e4856bf20c2cf0c780dc448adf	
2026-09-18T02:57:45.74870792Z	GluttonPing	4.293	client	2d69b13304c6b730a157d566b1d6ffe5	
2026-09-18T02:57:48.788253984Z	SuspendActor	3038.882	server	c332ef2fbc09fe98f20de149c4be02fd	
2026-09-18T02:57:51.433762787Z	ResumeActor	2640.377	server	f1616a446d780a0e3df13edfd4ba3af5	
2026-09-18T02:57:54.816499144Z	GluttonReadRAM	3382.653	client	dcbac7f8f80e4d90fcf3bc9f14faa60c	
2026-09-18T02:57:54.952453319Z	GluttonChurnRAM	135.876	client	ba6f0220064b4683b70343bfed34af30	
2026-09-18T02:57:54.956501711Z	GluttonPing	3.947	client	83e1b1a2b2d51ba0c1dde3acb7d8780c	
2026-09-18T02:57:58.057799689Z	SuspendActor	3100.598	server	3bcc8e8e74a76f024060e462cdd8e3fc	
2026-09-18T02:58:01.238238456Z	ResumeActor	2729.146	server	c0b87c3223aa2a6c5a099004d3ce5d9a	
2026-09-18T02:58:04.618254115Z	GluttonReadRAM	3379.941	client	0b0f5906c69eb31bf8f18344b5e61c0b	
2026-09-18T02:58:04.752436313Z	GluttonChurnRAM	134.102	client	7c758b0dded1dab806f214192ebffa14	
2026-09-18T02:58:04.756884613Z	GluttonPing	4.359	client	8c8a93979651a6bb093dd795a684817b	
2026-09-18T02:58:08.120504944Z	SuspendActor	3362.934	server	de40209585d61ea78fd26bec364f5da4	
2026-09-18T02:58:10.940044251Z	ResumeActor	2656.220	server	89bd8b9bb18b460a6ca92100134d611a	
2026-09-18T02:58:14.320535251Z	GluttonReadRAM	3380.420	client	1b60a58c0b789934fc8887d6fa78a0f0	
2026-09-18T02:58:14.460608671Z	GluttonChurnRAM	139.997	client	2f27b3ef9b6881a6aa42727de77d8c17	
2026-09-18T02:58:14.464499654Z	GluttonPing	3.800	client	c5242ab6ec54b109fa67f26df763ccfe	
2026-09-18T02:58:17.599192904Z	SuspendActor	3134.031	server	55cda549778b201598005d774cef656d	
2026-09-18T02:58:18.341623181Z	DeleteActor	1.563	server	be1c016137e8c7cdedabe2ed7be277c2	rpc error: code = Aborted desc = another operation is in progress for this actor
2026-09-18T02:58:18.342030308Z	ResumeActor	430.347	client	39e937fb745e4a682637a93edb035740	rpc error: code = Canceled desc = grpc: the client connection is closing
